GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IAnyUriItem,28,0,4,0,6,0,5,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,IDateItem,34,0,0,0,6,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DateTimeWithoutTimeZoneItemImpl,12,0,0,0,4,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,DayTimeDurationItemImpl,6,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.item.atomic,Base64BinaryItemImpl,0,6,0,0,0,3,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,DateTime,9,5,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,AbstractAmbiguousTemporal,3,7,0,0,1,3,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.object,Date,9,5,0,0,1,2,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.PathexprContext,22,13,1,1,5,3,5,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ValuecompContext,44,5,2,0,9,2,9,1,8,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.NumericliteralContext,21,13,1,1,5,3,5,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ArgumentlistContext,43,5,2,0,9,2,9,1,8,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.MetapathContext,30,0,2,0,7,0,6,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.SimpleletbindingContext,41,0,2,0,9,0,8,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ArgumentContext,25,0,2,0,6,0,5,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.GeneralcompContext,44,5,2,0,9,2,9,1,8,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser,1717,2772,94,85,460,510,92,67,14,45
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10BaseVisitor,184,3,0,0,46,1,46,1,46,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.AdditiveexprContext,34,13,1,1,8,3,8,2,7,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ComparisonexprContext,28,13,1,1,6,3,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.SimpleletclauseContext,43,0,2,0,10,0,9,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Lexer,16,993,0,8,8,27,8,9,8,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.EqnameContext,141,13,1,1,29,3,29,2,28,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.AbbrevreversestepContext,11,13,1,1,3,3,3,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ContextitemexprContext,11,13,1,1,3,3,3,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.NametestContext,18,13,1,1,4,3,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ReversestepContext,12,25,1,1,3,5,3,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.WildcardContext,11,13,1,1,3,3,3,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.PredicateContext,35,0,2,0,8,0,7,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ForwardstepContext,12,25,1,1,3,5,3,4,2,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.StepexprContext,18,13,1,1,4,3,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ForwardaxisContext,39,5,2,0,8,2,8,1,7,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.UnionexprContext,34,13,1,1,8,3,8,2,7,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ArrowexprContext,41,13,1,1,9,3,9,2,8,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.FunctioncallContext,6,25,1,1,2,5,2,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ReverseaxisContext,34,5,2,0,7,2,7,1,6,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.UnaryexprContext,30,13,1,1,7,3,7,2,6,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.PredicatelistContext,24,5,2,0,5,2,5,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.VarrefContext,30,0,2,0,7,0,6,0,5,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.AndexprContext,25,13,1,1,6,3,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.LiteralContext,17,13,1,1,4,3,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.LetexprContext,36,0,2,0,8,0,7,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.MultiplicativeexprContext,52,13,1,1,12,3,12,2,11,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.AbbrevforwardstepContext,17,13,1,1,4,3,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.PostfixexprContext,22,13,1,1,5,3,5,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.VarnameContext,25,0,2,0,6,0,5,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ExprContext,25,13,1,1,6,3,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.IntersectexceptexprContext,34,13,1,1,8,3,8,2,7,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.StringconcatexprContext,25,13,1,1,6,3,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ArrowfunctionspecifierContext,37,0,2,0,8,0,7,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.PrimaryexprContext,36,13,1,1,7,3,7,2,6,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ParenthesizedexprContext,35,0,2,0,8,0,7,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ValueexprContext,12,13,1,1,3,3,3,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.AxisstepContext,24,13,1,1,5,3,5,2,4,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.RelativepathexprContext,34,13,1,1,8,3,8,2,7,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.ExprsingleContext,18,13,1,1,4,3,4,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath.antlr,metapath10Parser.OrexprContext,25,13,1,1,6,3,6,2,5,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model,XmlGroupAsBehavior,24,0,0,0,3,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractInstance,13,0,0,0,5,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,MetaschemaVersion,17,0,0,0,8,0,8,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractFlagInstance,8,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFlagContainer,11,0,2,0,2,0,3,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,JsonGroupAsBehavior,44,0,0,0,5,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IChoiceInstance,6,0,0,0,2,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractModelInstance,9,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFeatureModelContainer,44,0,0,0,8,0,8,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractChoiceInstance,16,0,0,0,8,0,7,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFieldDefinition,19,0,4,0,6,0,5,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,ModelWalker,216,0,32,0,60,0,39,0,23,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFlagContainerSupport,2,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFeatureFlagContainer,18,0,0,0,3,0,3,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,EmptyFlagContainer,12,0,0,0,4,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IModelInstance,28,0,4,0,7,0,3,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,MetaschemaModelConstants,5,0,0,0,2,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,UsedDefinitionModelWalker,95,0,12,0,22,0,12,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,DefinitionCollectingModelWalker,112,0,16,0,30,0,16,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IAssemblyDefinition,34,0,6,0,8,0,7,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IInstance,22,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFlag,0,2,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IModule,40,75,6,10,11,16,8,11,3,8
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractAssemblyInstance,9,0,0,0,3,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,INamedInstance,90,0,8,0,18,0,10,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFlagInstance,31,0,4,0,7,0,6,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractModule,18,220,4,12,5,65,6,18,2,14
Metaschema Core API,gov.nist.secauto.metaschema.core.model,INamedModelElement,42,10,6,2,10,2,9,2,6,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,ModelType,0,44,0,0,0,5,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFieldInstance,26,0,6,0,3,0,6,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IResourceLoader,2,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IFeatureInlinedDefinition,2,0,0,0,1,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,JsonValueKeyTypeEnum,34,0,0,0,4,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,ModuleScopeEnum,0,24,0,0,0,3,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,INamedModelInstance,44,0,4,0,10,0,3,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IAssembly,0,2,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,AbstractFieldInstance,4,0,0,0,2,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IDefinition,27,3,0,0,4,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model,MetaschemaException,20,0,0,0,8,0,4,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model,IField,0,2,0,0,0,1,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,AbstractMarkupString,82,147,6,6,18,42,11,11,6,10
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,MarkupLineAdapter,35,12,0,0,11,5,6,3,6,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,AbstractMarkupAdapter,44,4,0,0,16,2,5,1,5,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,MarkupDataTypeProvider,0,18,0,0,0,6,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,MarkupLine,11,87,2,2,2,20,3,7,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,AbstractMarkupString.new NodeVisitor() {...},0,42,1,9,0,8,1,7,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,MarkupMultiline,6,29,0,0,1,11,1,6,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,MarkupMultilineAdapter,36,15,0,0,12,6,7,4,7,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup,IMarkupString,6,0,0,0,1,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DecimalAdapter,42,55,6,2,13,16,7,7,3,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateAdapter,95,77,9,3,25,16,10,5,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateFormats,0,47,0,0,0,21,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UriAdapter,18,12,0,0,6,5,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,NonNegativeIntegerAdapter,10,12,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,Base64Adapter,28,40,2,0,7,13,3,7,2,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateWithTZAdapter,64,15,2,0,13,6,7,3,6,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,AbstractIntegerAdapter,22,4,0,0,8,2,4,1,4,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateTimeWithTZAdapter,29,18,0,0,8,6,5,4,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,EmailAddressAdapter,9,12,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IntegerAdapter,48,11,8,0,13,5,7,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DayTimeAdapter,26,12,0,0,8,5,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IPv4AddressAdapter,31,33,0,0,8,9,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UriReferenceAdapter,18,12,0,0,6,5,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,HostnameAdapter,9,11,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,DateTimeAdapter,87,36,8,0,23,9,9,4,5,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,NcNameAdapter,11,10,0,0,4,4,3,2,3,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,YearMonthAdapter,26,12,0,0,8,5,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,IPv6AddressAdapter,15,47,0,0,5,12,4,4,4,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,BooleanAdapter,23,74,1,3,8,24,4,11,3,10
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,StringAdapter,7,13,0,0,2,6,1,4,1,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,AbstractStringAdapter,5,6,0,0,2,3,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,TokenAdapter,9,11,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,UuidAdapter,18,15,0,0,6,7,5,3,5,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,PositiveIntegerAdapter,10,12,0,0,3,5,2,3,2,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.adapter,MetaschemaDataTypeProvider,0,157,0,0,0,46,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,SuppressPTagExtension.PTagNodeRenderer.Factory,0,7,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorFormatter,1,52,2,2,1,13,2,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,SuppressPTagExtension,0,15,0,0,0,5,0,4,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.DoubleQuoteNode,0,32,0,2,0,7,0,2,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlCodeRenderExtension.CodeNodeHtmlRenderer.Factory,0,8,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorNodeRenderer,0,37,1,1,0,7,1,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,AbstractMarkupWriter,167,1059,32,90,42,282,31,73,5,38
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorHtmlNodeRenderer.Factory,0,8,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorNode,26,26,0,0,6,9,3,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlCodeRenderExtension,0,19,0,0,0,6,0,5,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,IMarkupWriter,0,42,0,0,0,13,0,5,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension,0,30,0,0,0,10,0,7,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertVisitor,42,0,4,0,14,0,6,0,4,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlCodeRenderExtension.CodeNodeHtmlRenderer,54,87,12,12,8,17,9,6,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QTagNodeRenderer,0,24,0,0,0,6,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,AbstractMarkupWriter.MarkupNodeVisitor,122,0,18,0,31,0,12,0,3,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QuoteReplacingPostProcessor,0,31,2,2,0,10,2,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorNodeRenderer.Factory,0,8,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorHtmlNodeRenderer,1,52,1,1,1,13,1,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,AstCollectingVisitor,31,77,3,3,10,20,5,8,3,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorFormatter.Factory,0,8,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorInlineParser,8,57,3,5,0,16,3,6,0,5
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QTagHtmlNodeRenderer,0,23,0,2,0,4,0,4,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QTagHtmlNodeRenderer.Factory,0,7,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,MarkupXmlStreamWriter,6,87,0,4,2,20,1,8,1,6
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QTagNodeRenderer.Factory,0,7,0,0,0,2,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension,0,58,1,1,0,16,1,9,0,9
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorInlineParser.Factory,6,10,0,0,3,3,3,3,3,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,HtmlQuoteTagExtension.QuoteReplacingPostProcessor.Factory,0,17,0,0,0,4,0,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,FixedEmphasisDelimiterProcessor,2,97,2,18,0,16,2,11,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,XmlMarkupParser,53,272,16,22,8,61,15,12,1,7
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,InsertAnchorExtension.InsertAnchorOptions,0,17,0,0,0,4,0,1,0,1
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,MarkupVisitor,77,326,12,66,12,82,12,35,0,8
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,SuppressPTagExtension.PTagNodeRenderer,0,15,0,0,0,4,0,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,FlexmarkFactory,3,65,0,0,1,19,1,9,1,9
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,MarkupXmlEventWriter,144,0,6,0,30,0,13,0,10,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,AbstractMarkupWriter.NodeVisitorException,4,0,0,0,2,0,1,0,1,0
Metaschema Core API,gov.nist.secauto.metaschema.core.datatype.markup.flexmark,FlexmarkConfiguration,2,218,1,1,0,48,1,3,0,3
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlModule,64,232,5,19,13,57,12,22,8,14
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,AssemblyTargetedConstraints,30,43,0,0,6,12,6,6,6,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlModelParser,318,0,36,0,81,0,31,0,13,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineAssemblyDefinition.InternalAssemblyDefinition,118,0,2,0,27,0,20,0,19,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineFieldDefinition,125,0,12,0,27,0,24,0,18,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlGlobalFlagDefinition,67,80,11,5,10,23,15,9,8,8
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineFlagDefinition,111,0,10,0,24,0,18,0,13,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,FlagTargetedConstraints,9,0,0,0,4,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineFlagDefinition.InternalFlagDefinition,79,0,4,0,19,0,16,0,14,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,MarkupStringConverter,24,36,0,0,7,10,2,2,2,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ModuleLoader.new EntityResolver() {...},0,30,1,1,0,6,1,2,0,2
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ModuleLoader.new EntityResolver() {...},2,6,0,0,1,1,1,1,1,1
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,IndentingXmlStreamWriter2,189,0,6,0,54,0,19,0,16,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ConstraintLoader,100,141,8,6,21,32,5,6,0,4
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,AssemblyConstraintSupport,162,118,10,10,44,35,14,8,5,7
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlbeansMarkupVisitor,42,69,0,0,12,20,4,6,4,6
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineAssemblyDefinition,98,0,8,0,21,0,20,0,16,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlFieldInstance,126,0,14,0,25,0,24,0,17,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlModelContainerSupport,64,0,2,0,18,0,9,0,8,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlFlagContainerSupport,202,0,32,0,40,0,23,0,7,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ValueConstraintSupport,158,190,14,6,35,50,12,13,3,12
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlAssemblyInstance,117,0,12,0,25,0,23,0,17,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,AssemblyConstraintSupport.XmlbeanGeneratingVisitor,523,0,86,0,140,0,54,0,11,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlFlagInstance,84,0,10,0,14,0,16,0,11,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ModelFactory,329,138,33,11,66,33,34,11,14,9
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,AbstractLoader,72,73,3,5,12,16,8,6,5,5
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,FieldTargetedConstraints,9,0,0,0,4,0,2,0,2,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlChoiceInstance,35,0,0,0,8,0,6,0,6,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlGlobalAssemblyDefinition,69,91,7,5,9,16,14,12,10,10
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,ModuleLoader,24,166,0,6,8,43,0,10,0,7
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlInlineFieldDefinition.InternalFieldDefinition,188,0,20,0,41,0,31,0,21,0
Metaschema Core API,gov.nist.secauto.metaschema.core.model.xml,XmlGlobalFieldDefinition,168,53,26,4,32,13,31,6,17,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,RootSlashOnlyPath,9,27,0,0,3,6,3,4,3,4
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StreamSequenceImpl,57,64,10,6,11,19,13,6,6,5
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,AbstractComparison,660,186,142,25,126,47,94,18,5,6
Metaschema Core API,gov.nist.secauto.metaschema.core.metapath,StringConcat,54,0,2,0,14,0,7,0,6,0
